MsgID.LOCAL_POSITION,60.6280000,0.1210649,-0.6551702,0.0025252
MsgID.LOCAL_VELOCITY,60.6280000,-0.0000022,-0.0000043,0.0000163
MsgID.GLOBAL_POSITION,0.0000000,-122.3957595,37.7932831,-0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,60.8780000,0.1758771,-0.6759490,0.0300183
MsgID.LOCAL_VELOCITY,60.8780000,0.0002571,0.0011572,-0.0355360
MsgID.GLOBAL_POSITION,0.0000000,-122.3957596,37.7932826,-0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.1270000,0.1238136,-0.6827580,0.0538771
MsgID.LOCAL_VELOCITY,61.1270000,0.0000112,-0.0000070,-0.0000345
